a,origin,destination,requirement_status,requirement
665,Andorra,Guatemala,2,visa_free
666,Andorra,Guinea,1,visa_on_arrival
667,Andorra,Guinea-Bissau,0,visa_required
668,Andorra,Guyana,0,visa_required
669,Andorra,Haiti,2,visa_free
670,Andorra,Honduras,2,visa_free
671,Andorra,Hong Kong,2,visa_free
672,Andorra,Hungary,2,visa_free
673,Andorra,Iceland,2,visa_free
674,Andorra,India,1,visa_on_arrival
675,Andorra,Indonesia,1,visa_on_arrival
676,Andorra,Iran,1,visa_on_arrival
677,Andorra,Iraq,0,visa_required
678,Andorra,Ireland,2,visa_free
679,Andorra,Israel,2,visa_free
680,Andorra,Italy,2,visa_free
681,Andorra,Jamaica,1,visa_on_arrival
682,Andorra,Japan,2,visa_free
683,Andorra,Jordan,1,visa_on_arrival
684,Andorra,Kazakhstan,0,visa_required
685,Andorra,Kenya,1,visa_on_arrival
686,Andorra,Kiribati,0,visa_required
687,Andorra,Kosovo,2,visa_free
688,Andorra,Kuwait,1,visa_on_arrival
689,Andorra,Kyrgyzstan,1,visa_on_arrival
690,Andorra,Laos,1,visa_on_arrival
691,Andorra,Latvia,2,visa_free
692,Andorra,Lebanon,1,visa_on_arrival
693,Andorra,Lesotho,1,visa_on_arrival
694,Andorra,Liberia,0,visa_required
695,Andorra,Libya,0,visa_required
696,Andorra,Liechtenstein,2,visa_free
697,Andorra,Lithuania,2,visa_free
698,Andorra,Luxembourg,2,visa_free
699,Andorra,Macao,2,visa_free
700,Andorra,Madagascar,1,visa_on_arrival
701,Andorra,Malawi,1,visa_on_arrival
702,Andorra,Malaysia,2,visa_free
703,Andorra,Maldives,1,visa_on_arrival
704,Andorra,Mali,0,visa_required
705,Andorra,Malta,2,visa_free
706,Andorra,Marshall Islands,1,visa_on_arrival
707,Andorra,Mauritania,1,visa_on_arrival
708,Andorra,Mauritius,1,visa_on_arrival
709,Andorra,Mexico,2,visa_free
710,Andorra,Micronesia,2,visa_free
711,Andorra,Moldova,2,visa_free
712,Andorra,Monaco,2,visa_free
713,Andorra,Mongolia,0,visa_required
714,Andorra,Montenegro,2,visa_free
715,Andorra,Morocco,2,visa_free
716,Andorra,Mozambique,1,visa_on_arrival
717,Andorra,Myanmar [Burma],0,visa_required
718,Andorra,Namibia,0,visa_required
719,Andorra,Nauru,0,visa_required
720,Andorra,Nepal,1,visa_on_arrival
721,Andorra,Netherlands,2,visa_free
722,Andorra,New Zealand,3,eta
723,Andorra,Nicaragua,2,visa_free
724,Andorra,Niger,0,visa_required
725,Andorra,Nigeria,1,visa_on_arrival
726,Andorra,North Korea,0,visa_required
727,Andorra,North Macedonia,2,visa_free
728,Andorra,Norway,2,visa_free
729,Andorra,Oman,1,visa_on_arrival
730,Andorra,Pakistan,0,visa_required
731,Andorra,Palau,1,visa_on_arrival
732,Andorra,Palestinian Territories,2,visa_free
733,Andorra,Panama,2,visa_free
734,Andorra,Papua New Guinea,1,visa_on_arrival
735,Andorra,Paraguay,2,visa_free
736,Andorra,Peru,2,visa_free
737,Andorra,Philippines,2,visa_free
738,Andorra,Poland,2,visa_free
739,Andorra,Portugal,2,visa_free
740,Andorra,Qatar,1,visa_on_arrival
741,Andorra,Romania,2,visa_free
742,Andorra,Russia,2,visa_free
743,Andorra,Rwanda,1,visa_on_arrival
744,Andorra,Saint Kitts and Nevis,0,visa_required
745,Andorra,Saint Lucia,2,visa_free
746,Andorra,Samoa,1,visa_on_arrival
747,Andorra,San Marino,2,visa_free
748,Andorra,São Tomé and Príncipe,2,visa_free
749,Andorra,Saudi Arabia,1,visa_on_arrival
750,Andorra,Senegal,1,visa_on_arrival
751,Andorra,Serbia,2,visa_free
752,Andorra,Seychelles,1,visa_on_arrival
753,Andorra,Sierra Leone,0,visa_required
754,Andorra,Singapore,2,visa_free
755,Andorra,Slovakia,2,visa_free
756,Andorra,Slovenia,2,visa_free
757,Andorra,Solomon Islands,1,visa_on_arrival
758,Andorra,Somalia,1,visa_on_arrival
759,Andorra,South Africa,2,visa_free
760,Andorra,South Korea,3,eta
761,Andorra,South Sudan,1,visa_on_arrival
762,Andorra,Spain,2,visa_free
763,Andorra,Sri Lanka,3,eta
764,Andorra,Saint Vincent and the Grenadines,2,visa_free
765,Andorra,Sudan,0,visa_required
766,Andorra,Suriname,2,visa_free
767,Andorra,Sweden,2,visa_free
768,Andorra,Switzerland,2,visa_free
769,Andorra,Syria,0,visa_required
770,Andorra,Taiwan,2,visa_free
771,Andorra,Tajikistan,1,visa_on_arrival
772,Andorra,Tanzania,1,visa_on_arrival
773,Andorra,Thailand,2,visa_free
774,Andorra,Timor-Leste,1,visa_on_arrival
775,Andorra,Togo,1,visa_on_arrival
776,Andorra,Tonga,0,visa_required
777,Andorra,Trinidad and Tobago,0,visa_required
778,Andorra,Tunisia,2,visa_free
779,Andorra,Turkmenistan,0,visa_required
780,Andorra,Tuvalu,1,visa_on_arrival
781,Andorra,Turkey,2,visa_free
782,Andorra,Uganda,1,visa_on_arrival
783,Andorra,Ukraine,2,visa_free
784,Andorra,United Arab Emirates,2,visa_free
785,Andorra,United Kingdom,2,visa_free
786,Andorra,USA,3,eta
787,Andorra,Uruguay,2,visa_free
788,Andorra,Uzbekistan,2,visa_free
789,Andorra,Vanuatu,2,visa_free
790,Andorra,Vatican City,2,visa_free
791,Andorra,Venezuela,2,visa_free
792,Andorra,Vietnam,1,visa_on_arrival
793,Andorra,Yemen,0,visa_required
794,Andorra,Zambia,1,visa_on_arrival
795,Andorra,Zimbabwe,1,visa_on_arrival
796,Andorra,Andorra,4,
797,Angola,Afghanistan,0,visa_required
798,Angola,Albania,0,visa_required
799,Angola,Algeria,0,visa_required
800,Angola,Andorra,0,visa_required
801,Angola,Antigua and Barbuda,0,visa_required
802,Angola,Argentina,0,visa_required
803,Angola,Armenia,0,visa_required
804,Angola,Australia,0,visa_required
805,Angola,Austria,0,visa_required
806,Angola,Azerbaijan,0,visa_required
807,Angola,Bahamas,0,visa_required
808,Angola,Bahrain,0,visa_required
809,Angola,Bangladesh,1,visa_on_arrival
810,Angola,Barbados,2,visa_free
811,Angola,Belarus,0,visa_required
812,Angola,Belgium,0,visa_required
813,Angola,Belize,0,visa_required
814,Angola,Benin,2,visa_free
815,Angola,Bhutan,0,visa_required
816,Angola,Bolivia,1,visa_on_arrival
817,Angola,Bosnia and Herzegovina,0,visa_required
818,Angola,Botswana,2,visa_free
819,Angola,Brazil,0,visa_required
820,Angola,Brunei,0,visa_required
821,Angola,Bulgaria,0,visa_required
822,Angola,Burkina Faso,0,visa_required
823,Angola,Burundi,1,visa_on_arrival
824,Angola,Cambodia,1,visa_on_arrival
825,Angola,Cameroon,0,visa_required
826,Angola,Canada,0,visa_required
827,Angola,Cape Verde,2,visa_free
828,Angola,Central African Republic,0,visa_required
829,Angola,Chad,0,visa_required
830,Angola,Chile,0,visa_required
831,Angola,China,0,visa_required
832,Angola,Colombia,0,visa_required
833,Angola,Comoros,1,visa_on_arrival
834,Angola,Congo [Republic],0,visa_required
835,Angola,Congo [DRC],1,visa_on_arrival
836,Angola,Costa Rica,0,visa_required
837,Angola,Côte d'Ivoire,3,eta
838,Angola,Croatia,0,visa_required
839,Angola,Cuba,1,visa_on_arrival
840,Angola,Cyprus,0,visa_required
841,Angola,Czech Republic,0,visa_required
842,Angola,Denmark,0,visa_required
843,Angola,Djibouti,1,visa_on_arrival
844,Angola,Dominica,2,visa_free
845,Angola,Dominican Republic,0,visa_required
846,Angola,Ecuador,0,visa_required
847,Angola,Egypt,0,visa_required
848,Angola,El Salvador,0,visa_required
849,Angola,Equatorial Guinea,0,visa_required
850,Angola,Eritrea,0,visa_required
851,Angola,Estonia,0,visa_required
852,Angola,Eswatini,0,visa_required
853,Angola,Ethiopia,1,visa_on_arrival
854,Angola,Fiji,0,visa_required
855,Angola,Finland,0,visa_required
856,Angola,France,0,visa_required
857,Angola,Gabon,1,visa_on_arrival
858,Angola,Gambia,2,visa_free
859,Angola,Georgia,0,visa_required
860,Angola,Germany,0,visa_required
861,Angola,Ghana,1,visa_on_arrival
862,Angola,Greece,0,visa_required
863,Angola,Grenada,0,visa_required
864,Angola,Guatemala,0,visa_required
865,Angola,Guinea,1,visa_on_arrival
866,Angola,Guinea-Bissau,0,visa_required
867,Angola,Guyana,0,visa_required
868,Angola,Haiti,2,visa_free
869,Angola,Honduras,0,visa_required
870,Angola,Hong Kong,0,visa_required
871,Angola,Hungary,0,visa_required
872,Angola,Iceland,0,visa_required
873,Angola,India,1,visa_on_arrival
874,Angola,Indonesia,0,visa_required
875,Angola,Iran,1,visa_on_arrival
876,Angola,Iraq,0,visa_required
877,Angola,Ireland,0,visa_required
878,Angola,Israel,0,visa_required
879,Angola,Italy,0,visa_required
880,Angola,Jamaica,0,visa_required
881,Angola,Japan,0,visa_required
882,Angola,Jordan,0,visa_required
883,Angola,Kazakhstan,0,visa_required
884,Angola,Kenya,1,visa_on_arrival
885,Angola,Kiribati,0,visa_required
886,Angola,Kosovo,0,visa_required
887,Angola,Kuwait,0,visa_required
888,Angola,Kyrgyzstan,0,visa_required
889,Angola,Laos,1,visa_on_arrival
890,Angola,Latvia,0,visa_required
891,Angola,Lebanon,0,visa_required
892,Angola,Lesotho,1,visa_on_arrival
893,Angola,Liberia,0,visa_required
894,Angola,Libya,0,visa_required
895,Angola,Liechtenstein,0,visa_required
896,Angola,Lithuania,0,visa_required
897,Angola,Luxembourg,0,visa_required
898,Angola,Macao,1,visa_on_arrival
899,Angola,Madagascar,1,visa_on_arrival
900,Angola,Malawi,1,visa_on_arrival
901,Angola,Malaysia,1,visa_on_arrival
902,Angola,Maldives,1,visa_on_arrival
903,Angola,Mali,0,visa_required
904,Angola,Malta,0,visa_required
905,Angola,Marshall Islands,0,visa_required
906,Angola,Mauritania,1,visa_on_arrival
907,Angola,Mauritius,2,visa_free
908,Angola,Mexico,0,visa_required
909,Angola,Micronesia,2,visa_free
910,Angola,Moldova,0,visa_required
911,Angola,Monaco,0,visa_required
912,Angola,Mongolia,0,visa_required
913,Angola,Montenegro,0,visa_required
914,Angola,Morocco,0,visa_required
915,Angola,Mozambique,2,visa_free
916,Angola,Myanmar [Burma],0,visa_required
917,Angola,Namibia,2,visa_free
918,Angola,Nauru,0,visa_required
919,Angola,Nepal,1,visa_on_arrival
920,Angola,Netherlands,0,visa_required
921,Angola,New Zealand,0,visa_required
922,Angola,Nicaragua,1,visa_on_arrival
923,Angola,Niger,0,visa_required
924,Angola,Nigeria,1,visa_on_arrival
925,Angola,North Korea,0,visa_required
926,Angola,North Macedonia,0,visa_required
927,Angola,Norway,0,visa_required
928,Angola,Oman,0,visa_required
929,Angola,Pakistan,3,eta
930,Angola,Palau,1,visa_on_arrival
931,Angola,Palestinian Territories,0,visa_required
932,Angola,Panama,2,visa_free
933,Angola,Papua New Guinea,0,visa_required
934,Angola,Paraguay,0,visa_required
935,Angola,Peru,0,visa_required
936,Angola,Philippines,2,visa_free
937,Angola,Poland,0,visa_required
938,Angola,Portugal,0,visa_required
939,Angola,Qatar,0,visa_required
940,Angola,Romania,0,visa_required
941,Angola,Russia,0,visa_required
942,Angola,Rwanda,2,visa_free
943,Angola,Saint Kitts and Nevis,0,visa_required
944,Angola,Saint Lucia,0,visa_required
945,Angola,Samoa,1,visa_on_arrival
946,Angola,San Marino,0,visa_required
947,Angola,São Tomé and Príncipe,2,visa_free
948,Angola,Saudi Arabia,0,visa_required
949,Angola,Senegal,1,visa_on_arrival
950,Angola,Serbia,0,visa_required
951,Angola,Seychelles,1,visa_on_arrival
952,Angola,Sierra Leone,0,visa_required
953,Angola,Singapore,2,visa_free
954,Angola,Slovakia,0,visa_required
955,Angola,Slovenia,0,visa_required
956,Angola,Solomon Islands,0,visa_required
957,Angola,Somalia,1,visa_on_arrival
958,Angola,South Africa,2,visa_free
959,Angola,South Korea,0,visa_required
960,Angola,South Sudan,1,visa_on_arrival
961,Angola,Spain,0,visa_required
962,Angola,Sri Lanka,3,eta
963,Angola,Saint Vincent and the Grenadines,2,visa_free
964,Angola,Sudan,0,visa_required
965,Angola,Suriname,2,visa_free
966,Angola,Sweden,0,visa_required
967,Angola,Switzerland,0,visa_required
968,Angola,Syria,0,visa_required
969,Angola,Taiwan,0,visa_required
970,Angola,Tajikistan,0,visa_required
971,Angola,Tanzania,1,visa_on_arrival
972,Angola,Thailand,0,visa_required
973,Angola,Timor-Leste,1,visa_on_arrival
974,Angola,Togo,1,visa_on_arrival
975,Angola,Tonga,0,visa_required
976,Angola,Trinidad and Tobago,0,visa_required
977,Angola,Tunisia,2,visa_free
978,Angola,Turkmenistan,0,visa_required
979,Angola,Tuvalu,1,visa_on_arrival
980,Angola,Turkey,0,visa_required
981,Angola,Uganda,2,visa_free
982,Angola,Ukraine,0,visa_required
983,Angola,United Arab Emirates,0,visa_required
984,Angola,United Kingdom,0,visa_required
985,Angola,USA,0,visa_required
986,Angola,Uruguay,0,visa_required
987,Angola,Uzbekistan,1,visa_on_arrival
988,Angola,Vanuatu,0,visa_required
989,Angola,Vatican City,0,visa_required
990,Angola,Venezuela,0,visa_required
991,Angola,Vietnam,0,visa_required
992,Angola,Yemen,0,visa_required
993,Angola,Zambia,2,visa_free
994,Angola,Zimbabwe,2,visa_free
995,Angola,Angola,4,
996,Antigua and Barbuda,Afghanistan,0,visa_required
997,Antigua and Barbuda,Albania,2,visa_free
998,Antigua and Barbuda,Algeria,0,visa_required
999,Antigua and Barbuda,Andorra,2,visa_free
1000,Antigua and Barbuda,Angola,1,visa_on_arrival
1001,Antigua and Barbuda,Argentina,0,visa_required
1002,Antigua and Barbuda,Armenia,1,visa_on_arrival
1003,Antigua and Barbuda,Australia,0,visa_required
1004,Antigua and Barbuda,Austria,2,visa_free
1005,Antigua and Barbuda,Azerbaijan,0,visa_required
1006,Antigua and Barbuda,Bahamas,2,visa_free
1007,Antigua and Barbuda,Bahrain,0,visa_required
1008,Antigua and Barbuda,Bangladesh,1,visa_on_arrival
1009,Antigua and Barbuda,Barbados,2,visa_free
1010,Antigua and Barbuda,Belarus,2,visa_free
1011,Antigua and Barbuda,Belgium,2,visa_free
1012,Antigua and Barbuda,Belize,2,visa_free
1013,Antigua and Barbuda,Benin,0,visa_required
1014,Antigua and Barbuda,Bhutan,0,visa_required
1015,Antigua and Barbuda,Bolivia,1,visa_on_arrival
1016,Antigua and Barbuda,Bosnia and Herzegovina,2,visa_free
1017,Antigua and Barbuda,Botswana,2,visa_free
1018,Antigua and Barbuda,Brazil,2,visa_free
1019,Antigua and Barbuda,Brunei,0,visa_required
1020,Antigua and Barbuda,Bulgaria,2,visa_free
1021,Antigua and Barbuda,Burkina Faso,0,visa_required
1022,Antigua and Barbuda,Burundi,1,visa_on_arrival
1023,Antigua and Barbuda,Cambodia,1,visa_on_arrival
1024,Antigua and Barbuda,Cameroon,0,visa_required
1025,Antigua and Barbuda,Canada,0,visa_required
1026,Antigua and Barbuda,Cape Verde,1,visa_on_arrival
1027,Antigua and Barbuda,Central African Republic,0,visa_required
1028,Antigua and Barbuda,Chad,0,visa_required
1029,Antigua and Barbuda,Chile,2,visa_free
1030,Antigua and Barbuda,China,0,visa_required
1031,Antigua and Barbuda,Colombia,2,visa_free
1032,Antigua and Barbuda,Comoros,1,visa_on_arrival
1033,Antigua and Barbuda,Congo [Republic],0,visa_required
1034,Antigua and Barbuda,Congo [DRC],1,visa_on_arrival
1035,Antigua and Barbuda,Costa Rica,2,visa_free
1036,Antigua and Barbuda,Côte d'Ivoire,3,eta
1037,Antigua and Barbuda,Croatia,2,visa_free
1038,Antigua and Barbuda,Cuba,2,visa_free
1039,Antigua and Barbuda,Cyprus,2,visa_free
1040,Antigua and Barbuda,Czech Republic,2,visa_free
1041,Antigua and Barbuda,Denmark,2,visa_free
1042,Antigua and Barbuda,Djibouti,1,visa_on_arrival
1043,Antigua and Barbuda,Dominica,2,visa_free
1044,Antigua and Barbuda,Dominican Republic,2,visa_free
1045,Antigua and Barbuda,Ecuador,2,visa_free
1046,Antigua and Barbuda,Egypt,1,visa_on_arrival
1047,Antigua and Barbuda,El Salvador,2,visa_free
1048,Antigua and Barbuda,Equatorial Guinea,0,visa_required
1049,Antigua and Barbuda,Eritrea,0,visa_required
1050,Antigua and Barbuda,Estonia,2,visa_free
1051,Antigua and Barbuda,Eswatini,2,visa_free
1052,Antigua and Barbuda,Ethiopia,1,visa_on_arrival
1053,Antigua and Barbuda,Fiji,2,visa_free
1054,Antigua and Barbuda,Finland,2,visa_free
1055,Antigua and Barbuda,France,2,visa_free
1056,Antigua and Barbuda,Gabon,1,visa_on_arrival
1057,Antigua and Barbuda,Gambia,2,visa_free
1058,Antigua and Barbuda,Georgia,2,visa_free
1059,Antigua and Barbuda,Germany,2,visa_free
1060,Antigua and Barbuda,Ghana,0,visa_required
1061,Antigua and Barbuda,Greece,2,visa_free
1062,Antigua and Barbuda,Grenada,2,visa_free
1063,Antigua and Barbuda,Guatemala,2,visa_free
1064,Antigua and Barbuda,Guinea,1,visa_on_arrival
1065,Antigua and Barbuda,Guinea-Bissau,0,visa_required
1066,Antigua and Barbuda,Guyana,2,visa_free
1067,Antigua and Barbuda,Haiti,2,visa_free
1068,Antigua and Barbuda,Honduras,2,visa_free
1069,Antigua and Barbuda,Hong Kong,2,visa_free
1070,Antigua and Barbuda,Hungary,2,visa_free
1071,Antigua and Barbuda,Iceland,2,visa_free
1072,Antigua and Barbuda,India,1,visa_on_arrival
1073,Antigua and Barbuda,Indonesia,0,visa_required
1074,Antigua and Barbuda,Iran,1,visa_on_arrival
1075,Antigua and Barbuda,Iraq,0,visa_required
1076,Antigua and Barbuda,Ireland,2,visa_free
1077,Antigua and Barbuda,Israel,0,visa_required
1078,Antigua and Barbuda,Italy,2,visa_free
1079,Antigua and Barbuda,Jamaica,2,visa_free
1080,Antigua and Barbuda,Japan,0,visa_required
1081,Antigua and Barbuda,Jordan,1,visa_on_arrival
1082,Antigua and Barbuda,Kazakhstan,0,visa_required
1083,Antigua and Barbuda,Kenya,1,visa_on_arrival
1084,Antigua and Barbuda,Kiribati,2,visa_free
1085,Antigua and Barbuda,Kosovo,2,visa_free
1086,Antigua and Barbuda,Kuwait,0,visa_required
1087,Antigua and Barbuda,Kyrgyzstan,0,visa_required
1088,Antigua and Barbuda,Laos,1,visa_on_arrival
1089,Antigua and Barbuda,Latvia,2,visa_free
1090,Antigua and Barbuda,Lebanon,1,visa_on_arrival
1091,Antigua and Barbuda,Lesotho,2,visa_free
1092,Antigua and Barbuda,Liberia,0,visa_required
1093,Antigua and Barbuda,Libya,0,visa_required
1094,Antigua and Barbuda,Liechtenstein,2,visa_free
1095,Antigua and Barbuda,Lithuania,2,visa_free
1096,Antigua and Barbuda,Luxembourg,2,visa_free
1097,Antigua and Barbuda,Macao,1,visa_on_arrival
1098,Antigua and Barbuda,Madagascar,1,visa_on_arrival
1099,Antigua and Barbuda,Malawi,2,visa_free
1100,Antigua and Barbuda,Malaysia,2,visa_free
1101,Antigua and Barbuda,Maldives,1,visa_on_arrival
1102,Antigua and Barbuda,Mali,0,visa_required
1103,Antigua and Barbuda,Malta,2,visa_free
1104,Antigua and Barbuda,Marshall Islands,0,visa_required
1105,Antigua and Barbuda,Mauritania,1,visa_on_arrival
1106,Antigua and Barbuda,Mauritius,2,visa_free
1107,Antigua and Barbuda,Mexico,0,visa_required
1108,Antigua and Barbuda,Micronesia,2,visa_free
1109,Antigua and Barbuda,Moldova,2,visa_free
1110,Antigua and Barbuda,Monaco,2,visa_free
1111,Antigua and Barbuda,Mongolia,0,visa_required
1112,Antigua and Barbuda,Montenegro,2,visa_free
1113,Antigua and Barbuda,Morocco,0,visa_required
1114,Antigua and Barbuda,Mozambique,1,visa_on_arrival
1115,Antigua and Barbuda,Myanmar [Burma],0,visa_required
1116,Antigua and Barbuda,Namibia,0,visa_required
1117,Antigua and Barbuda,Nauru,0,visa_required
1118,Antigua and Barbuda,Nepal,1,visa_on_arrival
1119,Antigua and Barbuda,Netherlands,2,visa_free
1120,Antigua and Barbuda,New Zealand,0,visa_required
1121,Antigua and Barbuda,Nicaragua,2,visa_free
1122,Antigua and Barbuda,Niger,0,visa_required
1123,Antigua and Barbuda,Nigeria,1,visa_on_arrival
1124,Antigua and Barbuda,North Korea,0,visa_required
1125,Antigua and Barbuda,North Macedonia,2,visa_free
1126,Antigua and Barbuda,Norway,2,visa_free
1127,Antigua and Barbuda,Oman,0,visa_required
1128,Antigua and Barbuda,Pakistan,0,visa_required
1129,Antigua and Barbuda,Palau,1,visa_on_arrival
1130,Antigua and Barbuda,Palestinian Territories,2,visa_free
1131,Antigua and Barbuda,Panama,2,visa_free
1132,Antigua and Barbuda,Papua New Guinea,1,visa_on_arrival
1133,Antigua and Barbuda,Paraguay,0,visa_required
1134,Antigua and Barbuda,Peru,2,visa_free
1135,Antigua and Barbuda,Philippines,2,visa_free
1136,Antigua and Barbuda,Poland,2,visa_free
1137,Antigua and Barbuda,Portugal,2,visa_free
1138,Antigua and Barbuda,Qatar,1,visa_on_arrival
1139,Antigua and Barbuda,Romania,2,visa_free
1140,Antigua and Barbuda,Russia,2,visa_free
1141,Antigua and Barbuda,Rwanda,1,visa_on_arrival
1142,Antigua and Barbuda,Saint Kitts and Nevis,2,visa_free
1143,Antigua and Barbuda,Saint Lucia,2,visa_free
1144,Antigua and Barbuda,Samoa,1,visa_on_arrival
1145,Antigua and Barbuda,San Marino,2,visa_free
1146,Antigua and Barbuda,São Tomé and Príncipe,0,visa_required
1147,Antigua and Barbuda,Saudi Arabia,0,visa_required
1148,Antigua and Barbuda,Senegal,0,visa_required
1149,Antigua and Barbuda,Serbia,2,visa_free
1150,Antigua and Barbuda,Seychelles,1,visa_on_arrival
1151,Antigua and Barbuda,Sierra Leone,1,visa_on_arrival
1152,Antigua and Barbuda,Singapore,2,visa_free
1153,Antigua and Barbuda,Slovakia,2,visa_free
1154,Antigua and Barbuda,Slovenia,2,visa_free
1155,Antigua and Barbuda,Solomon Islands,1,visa_on_arrival
